Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Label
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
318,0,26712,0,0.0319,0.005,0.05,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
319,0,26796,0,0.0317,0.0042,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
317,0,26628,0,0.0319,0.005,0.05,0,0.0,0.0,0.0,0,0,0,0,0,84.0,84.0,0.0,BENIGN
232,0,19789,0,0.0436,0.0061,0.0625,0,0.0,0.0,0.0,0,0,0,0,0,85.29741379310343,85.29741379310343,0.0,BENIGN
233,0,19810,0,0.0434,0.0068,0.0667,0,0.0,0.0,0.0,0,0,0,0,0,85.02145922746782,85.02145922746782,0.0,BENIGN
232,0,19758,0,0.0436,0.0067,0.0667,0,0.0,0.0,0.0,0,0,0,0,0,85.16379310344827,85.16379310344827,0.0,BENIGN
681,681,60233,44946,0.0382,0.6186,16.0,0,0.0382,0.6186,16.0,0,0,0,0,0,77.22393538913363,88.44787077826727,66.0,BENIGN
599,597,52829,39402,0.0609,1.0324,25.0,0,0.0609,1.0324,25.0,0,0,0,0,0,77.11622073578596,88.19532554257096,66.0,BENIGN
743,742,65409,48972,0.048,0.9275,25.0,0,0.048,0.9275,25.0,0,0,0,0,0,77.02424242424244,88.0336473755047,66.0,BENIGN
989,988,87162,65208,0.0256,0.4803,15.0,0,0.0256,0.4803,15.0,0,0,0,0,0,77.07132018209408,88.13144590495449,66.0,BENIGN
33,32,17538,2112,1.1212,3.6839,18.0,0,1.1667,3.7649,18.0,0,0,0,0,0,302.3076923076923,531.4545454545455,66.0,BENIGN
353,352,31035,23232,0.1224,1.915,35.0,0,0.1224,1.915,35.0,0,0,0,0,0,76.97446808510637,87.91784702549576,66.0,BENIGN
424,423,37308,27918,0.0828,1.208,24.0,0,0.0828,1.208,24.0,0,0,0,0,0,77.00826446280992,87.99056603773585,66.0,BENIGN
33,32,17538,2112,1.1667,3.8922,19.0,0,1.1667,3.8922,19.0,0,0,0,0,0,302.3076923076923,531.4545454545455,66.0,BENIGN
263,262,23085,17292,0.1483,1.5164,17.0,0,0.1483,1.5164,17.0,0,0,0,0,0,76.90857142857143,87.77566539923954,66.0,BENIGN
671,670,59071,44220,0.0406,0.6725,17.0,0,0.0406,0.6725,17.0,0,0,0,0,0,77.02535421327367,88.03427719821163,66.0,BENIGN
43,38,43798,2508,0.5475,3.1149,20.0,0,0.5967,3.1561,19.0,0,0,0,0,0,571.679012345679,1018.5581395348836,66.0,BENIGN
53,52,29098,3432,0.3873,2.5422,18.0,0,0.3746,2.4251,17.0,0,0,0,0,0,309.8095238095238,549.0188679245283,66.0,BENIGN
53,44,54698,2904,0.3996,2.6572,19.0,0,0.4628,2.7729,18.0,0,0,0,0,0,593.8350515463918,1032.0377358490566,66.0,BENIGN
43,42,23318,2772,0.5725,3.2710000000000004,21.0,0,0.5615,3.1534,20.0,0,0,0,0,0,306.9411764705883,542.2790697674419,66.0,BENIGN
1044,1043,92074,68838,0.0291,0.6232,20.0,0,0.0281,0.5923,19.0,0,0,0,0,0,77.10206037374222,88.19348659003832,66.0,BENIGN
33,32,17538,2112,1.2576,4.3087,21.0,0,1.2619,4.1907,20.0,0,0,0,0,0,302.3076923076923,531.4545454545455,66.0,BENIGN
43,42,6838,2772,0.5975,3.4272,22.0,0,0.5871,3.3114,21.0,0,0,0,0,0,113.05882352941177,159.02325581395348,66.0,BENIGN
1079,1078,95048,71148,0.0319,0.7362,24.0,0,0.031,0.7058,23.0,0,0,0,0,0,77.04960593416783,88.08897126969416,66.0,BENIGN
33,32,17538,2112,1.3485,4.7253,23.0,0,1.3571,4.6166,22.0,0,0,0,0,0,302.3076923076923,531.4545454545455,66.0,BENIGN
33,32,17538,2112,1.3030000000000002,4.5169999999999995,22.0,0,1.3095,4.4037,21.0,0,0,0,0,0,302.3076923076923,531.4545454545455,66.0,BENIGN
80,80,6831,5721,0.2359,0.6272,4.0,0,0.2291,0.6236,4.0,0,0,0,0,0,78.45,85.3875,71.5125,BENIGN
15,14,3354,924,0.3021,0.1499,0.5,0,0.3021,0.1499,0.5,0,0,0,0,0,147.51724137931038,223.6,66.0,BENIGN
18,17,4293,1122,0.4833,0.293,1.0,0,0.4833,0.293,1.0,0,0,0,0,0,154.71428571428572,238.5,66.0,BENIGN
27,25,6841,1650,0.5784,1.1145,5.0,0,0.6042,1.1455,5.0,0,0,0,0,0,163.28846153846158,253.3703703703704,66.0,BENIGN
18,16,4829,1068,0.5424,0.7918,3.0,0,0.5467,0.8303,3.0,0,0,0,0,0,173.44117647058826,268.27777777777777,66.75,BENIGN
15,13,4873,870,0.7197,0.7956,3.0,0,0.775,0.8174,3.0,0,0,0,0,0,205.10714285714286,324.8666666666667,66.92307692307692,BENIGN
21,20,6488,1320,0.4744,0.494,2.0,0,0.4744,0.494,2.0,0,0,0,0,0,190.4390243902439,308.95238095238096,66.0,BENIGN
13,12,3103,792,0.4667,0.6896,2.0,0,0.4667,0.6896,2.0,0,0,0,0,0,155.8,238.6923076923077,66.0,BENIGN
16,15,5321,990,0.7833,1.0981,4.0,0,0.8958,1.2017,4.0,0,0,0,0,0,203.58064516129036,332.5625,66.0,BENIGN
11,10,2781,660,0.5375,0.6224,2.0,0,0.875,0.7395,2.0,0,0,0,0,0,163.85714285714286,252.8181818181818,66.0,BENIGN
14,11,3671,738,0.4625,0.5229,2.0,0,0.5938,0.5987,2.0,0,0,0,0,0,176.36,262.2142857142857,67.0909090909091,BENIGN
5,0,1410,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,282.0,282.0,0.0,BENIGN
5,0,1260,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,252.0,252.0,0.0,BENIGN
5,0,1153,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,230.6,230.6,0.0,BENIGN
5,0,1209,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,241.8,241.8,0.0,BENIGN
236,0,16403,0,0.0425,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.5042372881356,69.5042372881356,0.0,BENIGN
5,0,1214,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,242.8,242.8,0.0,BENIGN
5,0,1327,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,265.4,265.4,0.0,BENIGN
5,0,1174,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,234.8,234.8,0.0,BENIGN
5,0,1545,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,309.0,309.0,0.0,BENIGN
237,0,16461,0,0.042,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.45569620253164,69.45569620253164,0.0,BENIGN
237,0,16484,0,0.042,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.55274261603375,69.55274261603375,0.0,BENIGN
235,0,16403,0,0.0424,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.8,69.8,0.0,BENIGN
237,0,16499,0,0.042,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.61603375527426,69.61603375527426,0.0,BENIGN
237,0,16494,0,0.042,0.0029,0.0435,0,0.0,0.0,0.0,0,0,0,0,0,69.59493670886076,69.59493670886076,0.0,BENIGN
1329,0,140444,0,0.0075,0.0005,0.0083,0,0.0,0.0,0.0,0,0,0,0,0,105.67644845748684,105.67644845748684,0.0,BENIGN
235,0,16359,0,0.0424,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.61276595744681,69.61276595744681,0.0,BENIGN
1344,0,141994,0,0.0074,0.0006,0.0086,0,0.0,0.0,0.0,0,0,0,0,0,105.65029761904762,105.65029761904762,0.0,BENIGN
236,0,16442,0,0.0422,0.0031,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.66949152542372,69.66949152542372,0.0,BENIGN
1359,0,143588,0,0.0074,0.0005,0.0085,0,0.0,0.0,0.0,0,0,0,0,0,105.6571008094187,105.6571008094187,0.0,BENIGN
1378,0,145625,0,0.0073,0.0005,0.0078,0,0.0,0.0,0.0,0,0,0,0,0,105.67851959361393,105.67851959361393,0.0,BENIGN
5,0,1181,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,236.2,236.2,0.0,BENIGN
5,0,1165,0,0.75,0.433,1.0,0,0.0,0.0,0.0,0,0,0,0,0,233.0,233.0,0.0,BENIGN
1350,0,142500,0,0.0073,0.0006,0.0086,0,0.0,0.0,0.0,0,0,0,0,0,105.55555555555556,105.55555555555556,0.0,BENIGN
1365,0,144104,0,0.0072,0.0004,0.0079,0,0.0,0.0,0.0,0,0,0,0,0,105.57069597069595,105.57069597069595,0.0,BENIGN
1358,0,143466,0,0.0074,0.0004,0.0082,0,0.0,0.0,0.0,0,0,0,0,0,105.64506627393227,105.64506627393227,0.0,BENIGN
1358,0,143403,0,0.0074,0.0005,0.0085,0,0.0,0.0,0.0,0,0,0,0,0,105.59867452135494,105.59867452135494,0.0,BENIGN
1351,0,142635,0,0.0074,0.0005,0.0083,0,0.0,0.0,0.0,0,0,0,0,0,105.57735011102886,105.57735011102886,0.0,BENIGN
235,0,16344,0,0.0422,0.0032,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.54893617021277,69.54893617021277,0.0,BENIGN
233,0,16175,0,0.0424,0.0032,0.0455,0,0.0,0.0,0.0,0,0,0,0,0,69.4206008583691,69.4206008583691,0.0,BENIGN
1299,0,137314,0,0.0074,0.0005,0.0083,0,0.0,0.0,0.0,0,0,0,0,0,105.70746728252503,105.70746728252503,0.0,BENIGN
30,30,34444,1980,0.2692,0.1044,0.5,0,0.2802,0.1131,0.5,0,0,0,0,0,607.0666666666667,1148.1333333333334,66.0,BENIGN
33,34,37846,2252,0.2275,0.0687,0.3333,0,0.2389,0.0866,0.5,0,0,0,0,0,598.4776119402985,1146.8484848484848,66.23529411764707,BENIGN
30,31,32904,2054,0.2525,0.0755,0.3333,0,0.2643,0.0906,0.5,0,0,0,0,0,573.0819672131148,1096.8,66.25806451612904,BENIGN
26,26,32711,1716,0.3333,0.135,0.5,0,0.3235,0.1242,0.5,0,0,0,0,0,662.0576923076923,1258.1153846153845,66.0,BENIGN
27,25,31901,1650,0.3125,0.1197,0.5,0,0.3235,0.1242,0.5,0,0,0,0,0,645.2115384615385,1181.5185185185185,66.0,BENIGN
26,26,36337,1716,0.3177,0.1071,0.5,0,0.3284,0.1124,0.5,0,0,0,0,0,731.7884615384614,1397.5769230769229,66.0,BENIGN
27,27,29438,1782,0.3284,0.1124,0.5,0,0.3148,0.113,0.5,0,0,0,0,0,578.1481481481483,1090.2962962962963,66.0,BENIGN
26,26,27773,1716,0.35,0.1333,0.5,0,0.3385,0.1231,0.5,0,0,0,0,0,567.0961538461537,1068.1923076923076,66.0,BENIGN
29,29,35676,1914,0.3083,0.1297,0.5,0,0.3009,0.1184,0.5,0,0,0,0,0,648.1034482758621,1230.2068965517242,66.0,BENIGN
28,28,31202,1848,0.2898,0.1117,0.5,0,0.2833,0.0982,0.5,0,0,0,0,0,590.1785714285714,1114.357142857143,66.0,BENIGN
