Timestamp,FlowID,In Port,L4 Protocol,L4 Dest,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size
1620108260,-484560879776850458,1,tcp,593,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,6105494582191654832,1,tcp,5432,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,2576807167695089057,1,tcp,3001,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,4779051678151480622,1,tcp,3703,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,206105692563887487,1,tcp,4000,2,2,116,108,0.25,0.25,0.5,0,0.25,0.25,0.5,0,0,0,0,0,56.0,58.0,54.0
1620108260,-7074364170801805020,1,tcp,5050,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-8785690008686304905,1,tcp,2601,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-4980801590377504030,1,tcp,2000,2,2,116,108,0.25,0.25,0.5,0,0.25,0.25,0.5,0,0,0,0,0,56.0,58.0,54.0
1620108260,-3341888005690511450,1,tcp,1900,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,4990242072394712239,1,tcp,646,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,1579706840495284214,1,tcp,5631,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,175738725254870506,1,tcp,5051,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,2813488298138298823,1,tcp,88,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-6191981317989180212,1,tcp,4045,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,480228325240975232,1,tcp,100,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,8802347205176217521,1,tcp,1037,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-3230942338072575985,1,tcp,1022,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-6607277342476897974,1,tcp,1040,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-6369742733319292952,1,tcp,8002,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-7568132341626106540,1,tcp,49157,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-4224960580126732576,1,tcp,7,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,5194839038703516761,1,tcp,3268,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,565717117720737981,1,tcp,1030,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-2695649611235227433,1,tcp,50000,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-4449324047325051234,1,tcp,8443,2,2,116,108,0.25,0.25,0.5,0,0.25,0.25,0.5,0,0,0,0,0,56.0,58.0,54.0
1620108260,-2186456927773582415,1,tcp,37,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-2769611593671544389,1,tcp,787,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,4399784425869734626,1,tcp,8031,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-32571310247154694,1,tcp,8000,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,3441716540489541430,1,tcp,2049,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,1783517445221278013,1,tcp,465,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
1620108260,-4691360425963062751,1,tcp,49152,1,1,58,54,0,0.0,0,0,0,0.0,0,0,0,0,0,0,56.0,58.0,54.0
